選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,出身大学,所属チーム,birthday,主な獲得タイトル
2000068,https://baseball.yahoo.co.jp/npb/player/2000068/top,佐々木 健,佐々木 健,埼玉西武ライオンズ,115,投手,青森,1996年5月13日,179cm,87kg,B,左投左打,2020年,2位,木造高－富士大－NTT東日本－西武,木造高,富士大,西武,1996-5-13,
2109986,https://baseball.yahoo.co.jp/npb/player/2109986/top,宮澤 太成,宮澤 太成,埼玉西武ライオンズ,117,投手,長野,1999年4月15日,185cm,95kg,A,右投右打,2023年,5位,長野・長野高－北海道大－四国ILplus・徳島－西武,長野・長野高,北海道大,西武,1999-4-15,
2110005,https://baseball.yahoo.co.jp/npb/player/2110005/top,斎藤 佳紳,斎藤 佳紳,埼玉西武ライオンズ,118,投手,京都,2003年3月16日,181cm,89kg,O,右投左打,2025年,（育）3位,近大泉州高－天理大中退－四国ILplus・徳島－西武,近大泉州高,,西武,2003-3-16,
2107876,https://baseball.yahoo.co.jp/npb/player/2107876/top,三浦 大輝,三浦 大輝,埼玉西武ライオンズ,121,投手,愛知,2000年4月7日,180cm,88kg,A,右投左打,2022年,（育）3位,時習館高－中京大－西武,時習館高,中京大,西武,2000-4-7,
2121487,https://baseball.yahoo.co.jp/npb/player/2121487/top,濱岡 蒼太,濱岡 蒼太,埼玉西武ライオンズ,124,投手,神奈川,2007年10月10日,176cm,87kg,A,左投左打,2025年,（育）4位,川和高－西武,川和高,,西武,2007-10-10,
2112181,https://baseball.yahoo.co.jp/npb/player/2112181/top,シンクレア,シンクレア,埼玉西武ライオンズ,125,投手,カナダ,2001年6月12日,193cm,94kg,不明,左投左打,2023年,（育）1位,ジョンオリバー高－コチス短大－メアリー大－四国ILplus・徳島－西武,ジョンオリバー高,コチス短大,西武,2001-6-12,
1800085,https://baseball.yahoo.co.jp/npb/player/1800085/top,森脇 亮介,森脇 亮介,埼玉西武ライオンズ,127,投手,京都,1992年7月13日,175cm,70kg,A,右投右打,2018年,6位,塔南高－日本大－セガサミー－西武,塔南高,日本大,西武,1992-7-13,
2121622,https://baseball.yahoo.co.jp/npb/player/2121622/top,平口 寛人,平口 寛人,埼玉西武ライオンズ,128,投手,愛知,2003年4月15日,179cm,82kg,B,左投左打,2025年,（育）5位,愛工大名電高－日本経済大－西武,愛工大名電高,日本経済大,西武,2003-4-15,
2112124,https://baseball.yahoo.co.jp/npb/player/2112124/top,川下 将勲,川下 将勲,埼玉西武ライオンズ,129,投手,北海道,2005年4月3日,186cm,72kg,A,左投左打,2023年,（育）3位,函館大有斗高－西武,函館大有斗高,,西武,2005-4-3,
2112154,https://baseball.yahoo.co.jp/npb/player/2112154/top,木瀬 翔太,木瀬 翔太,埼玉西武ライオンズ,131,投手,京都,2005年4月5日,187cm,90kg,O,右投右打,2023年,（育）5位,北嵯峨高－西武,北嵯峨高,,西武,2005-4-5,
2121159,https://baseball.yahoo.co.jp/npb/player/2121159/top,正木 悠馬,正木 悠馬,埼玉西武ライオンズ,134,投手,神奈川,2002年11月19日,180cm,87kg,O,右投左打,2025年,（育）6位,レドモンド高－上智大－西武,レドモンド高,上智大,西武,2002-11-19,
1700130,https://baseball.yahoo.co.jp/npb/player/1700130/top,高橋 礼,高橋 礼,埼玉西武ライオンズ,136,投手,千葉,1995年11月2日,187cm,90kg,O,右投右打,2017年,2位,専大松戸高－専修大－ソフトバンク－巨人－西武,専大松戸高,専修大,西武,1995-11-2,（新）19
2122222,https://baseball.yahoo.co.jp/npb/player/2122222/top,ムサ,ムサ,埼玉西武ライオンズ,141,投手,ウガンダ,2005年7月26日,180cm,73kg,不明,右投右打,--,--,Avrsセカンダリー校－HBL・旭川－西武,Avrsセカンダリー校,,西武,2005-7-26,
2122221,https://baseball.yahoo.co.jp/npb/player/2122221/top,フレッド,フレッド,埼玉西武ライオンズ,142,投手,ウガンダ,2002年11月24日,188cm,76kg,不明,右投両打,--,--,Avrsセカンダリー校－HBL・旭川－西武,Avrsセカンダリー校,,西武,2002-11-24,
2122489,https://baseball.yahoo.co.jp/npb/player/2122489/top,ゴンザレス,ゴンザレス,埼玉西武ライオンズ,144,投手,ドミニカ共和国,2002年8月30日,198cm,116kg,不明,右投右打,--,--,セナペック高－ドジャース傘下－西武,セナペック高,,西武,2002-8-30,
2122490,https://baseball.yahoo.co.jp/npb/player/2122490/top,オリバー,オリバー,埼玉西武ライオンズ,145,投手,ドミニカ共和国,2004年1月1日,193cm,85kg,不明,右投右打,--,--,セナペック高－カージナルス傘下－西武,セナペック高,,西武,2004-1-1,
2050145,https://baseball.yahoo.co.jp/npb/player/2050145/top,小島 大河,小島 大河,埼玉西武ライオンズ,10,捕手,神奈川,2003年10月27日,178cm,83kg,O,右投左打,2025年,1位,東海大相模高（甲）－明治大－西武,東海大相模高,明治大,西武,2003-10-27,
1750472,https://baseball.yahoo.co.jp/npb/player/1750472/top,古賀 悠斗,古賀 悠斗,埼玉西武ライオンズ,22,捕手,福岡,1999年9月10日,174cm,88kg,A,右投右打,2021年,3位,福岡大大濠高（甲）－中央大－西武,福岡大大濠高,中央大,西武,1999-9-10,
600026,https://baseball.yahoo.co.jp/npb/player/600026/top,炭谷 銀仁朗,炭谷 銀仁朗,埼玉西武ライオンズ,27,捕手,京都,1987年7月19日,181cm,98kg,O,右投右打,2005年,（高）1巡目,平安高－西武－巨人－楽天－西武,平安高,,西武,1987-7-19,（ベ）15（ゴ）12、15
1900065,https://baseball.yahoo.co.jp/npb/player/1900065/top,柘植 世那,柘植 世那,埼玉西武ライオンズ,37,捕手,群馬,1997年6月3日,174cm,90kg,O,右投右打,2019年,5位,健大高崎高（甲）－Honda鈴鹿－西武,健大高崎高,,西武,1997-6-3,
1800084,https://baseball.yahoo.co.jp/npb/player/1800084/top,牧野 翔矢,牧野 翔矢,埼玉西武ライオンズ,53,捕手,石川,2001年3月4日,178cm,80kg,B,右投左打,2018年,5位,遊学館高－西武,遊学館高,,西武,2001-3-4,
2117698,https://baseball.yahoo.co.jp/npb/player/2117698/top,龍山 暖,龍山 暖,埼玉西武ライオンズ,64,捕手,沖縄,2006年5月13日,176cm,80kg,A,右投右打,2024年,6位,エナジックスポーツ高－西武,エナジックスポーツ高,,西武,2006-5-13,
1750481,https://baseball.yahoo.co.jp/npb/player/1750481/top,仲田 慶介,仲田 慶介,埼玉西武ライオンズ,0,内野手,福岡,1999年7月25日,175cm,80kg,A,右投両打,2021年,（育）14位,福岡大大濠高（甲）－福岡大－ソフトバンク－西武,福岡大大濠高,福岡大,西武,1999-7-25,
2105684,https://baseball.yahoo.co.jp/npb/player/2105684/top,児玉 亮涼,児玉 亮涼,埼玉西武ライオンズ,0,内野手,熊本,1998年7月10日,166cm,68kg,A,右投右打,2022年,6位,文徳高－九州産業大－大阪ガス－西武,文徳高,九州産業大,西武,1998-7-10,
2117700,https://baseball.yahoo.co.jp/npb/player/2117700/top,齋藤 大翔,齋藤 大翔,埼玉西武ライオンズ,2,内野手,石川,2007年1月27日,181cm,76kg,A,右投右打,2024年,1位,石川・金沢高－西武,石川・金沢高,,西武,2007-1-27,
1600134,https://baseball.yahoo.co.jp/npb/player/1600134/top,石井 一成,石井 一成,埼玉西武ライオンズ,4,内野手,栃木,1994年5月6日,182cm,86kg,O,右投左打,2016年,2位,作新学院高（甲）－早稲田大－日本ハム－西武,作新学院高,早稲田大,西武,1994-5-6,
1400184,https://baseball.yahoo.co.jp/npb/player/1400184/top,外崎 修汰,外崎 修汰,埼玉西武ライオンズ,5,内野手,青森,1992年12月20日,177cm,84kg,O,右投右打,2014年,3位,弘前実高－富士大－西武,弘前実高,富士大,西武,1992-12-20,（ゴ）20、22
1600129,https://baseball.yahoo.co.jp/npb/player/1600129/top,源田 壮亮,源田 壮亮,埼玉西武ライオンズ,6,内野手,大分,1993年2月16日,179cm,77kg,O,右投左打,2016年,3位,大分商高－愛知学院大－トヨタ自動車－西武,大分商高,愛知学院大,西武,1993-2-16,（盗）21（新）17（ベ）18～21（ゴ）18～24
2101047,https://baseball.yahoo.co.jp/npb/player/2101047/top,ネビン,ネビン,埼玉西武ライオンズ,26,内野手,アメリカ,1997年5月29日,193cm,102kg,不明,右投右打,--,--,パウウェイ高－オリオールズ－タイガース－アスレチックス－西武,パウウェイ高,,西武,1997-5-29,（ベ）25（ゴ）25
2000069,https://baseball.yahoo.co.jp/npb/player/2000069/top,山村 崇嘉,山村 崇嘉,埼玉西武ライオンズ,32,内野手,東京,2002年9月28日,183cm,89kg,O,右投左打,2020年,3位,東海大相模高（甲）－西武,東海大相模高,,西武,2002-9-28,
2117835,https://baseball.yahoo.co.jp/npb/player/2117835/top,佐藤 太陽,佐藤 太陽,埼玉西武ライオンズ,38,内野手,静岡,2002年5月19日,177cm,82kg,O,右投左打,2024年,（育）2位,浜松商高－神奈川大－西武,浜松商高,神奈川大,西武,2002-5-19,
1500117,https://baseball.yahoo.co.jp/npb/player/1500117/top,平沢 大河,平沢 大河,埼玉西武ライオンズ,39,内野手,宮城,1997年12月24日,176cm,83kg,A,右投左打,2015年,1位,仙台育英高（甲）－ロッテ－西武,仙台育英高,,西武,1997-12-24,
1700103,https://baseball.yahoo.co.jp/npb/player/1700103/top,髙松 渡,髙松 渡,埼玉西武ライオンズ,50,内野手,兵庫,1999年7月2日,177cm,75kg,A,右投左打,2017年,3位,滝川二高－中日－西武,滝川二高,,西武,1999-7-2,
2121152,https://baseball.yahoo.co.jp/npb/player/2121152/top,横田 蒼和,横田 蒼和,埼玉西武ライオンズ,59,内野手,埼玉,2007年10月24日,180cm,87kg,O,右投左打,2025年,5位,山村学園高－西武,山村学園高,,西武,2007-10-24,
12101,https://baseball.yahoo.co.jp/npb/player/12101/top,中村 剛也,中村 剛也,埼玉西武ライオンズ,60,内野手,大阪,1983年8月15日,175cm,105kg,O,右投右打,2001年,2巡目,大阪桐蔭高－西武,大阪桐蔭高,,西武,1983-8-15,（本）08、09、11、12、14、15（点）09、11、15、19（ベ）08、09、11、12、14、15、19
2103618,https://baseball.yahoo.co.jp/npb/player/2103618/top,滝澤 夏央,滝澤 夏央,埼玉西武ライオンズ,62,内野手,新潟,2003年8月13日,164cm,65kg,A,右投左打,2021年,（育）2位,関根学園高－西武,関根学園高,,西武,2003-8-13,
2112133,https://baseball.yahoo.co.jp/npb/player/2112133/top,村田 怜音,村田 怜音,埼玉西武ライオンズ,99,内野手,三重,2001年8月4日,197cm,115kg,A,右投右打,2023年,6位,相可高－皇学館大－西武,相可高,皇学館大,西武,2001-8-4,
12102,https://baseball.yahoo.co.jp/npb/player/12102/top,栗山 巧,栗山 巧,埼玉西武ライオンズ,1,外野手,兵庫,1983年9月3日,177cm,85kg,O,右投左打,2001年,4巡目,育英高（甲）－西武,育英高,,西武,1983-9-3,（安）08（ベ）08、10、11、20（ゴ）10
1100061,https://baseball.yahoo.co.jp/npb/player/1100061/top,桑原 将志,桑原 将志,埼玉西武ライオンズ,7,外野手,大阪,1993年7月21日,174cm,80kg,B,右投右打,2011年,4位,福知山成美高－DeNA－西武,福知山成美高,,西武,1993-7-21,（ゴ）17、23
1950417,https://baseball.yahoo.co.jp/npb/player/1950417/top,渡部 聖弥,渡部 聖弥,埼玉西武ライオンズ,8,外野手,広島,2002年8月31日,177cm,90kg,O,右投右打,2024年,2位,広陵高（甲）－大阪商業大－西武,広陵高,大阪商業大,西武,2002-8-31,
1850820,https://baseball.yahoo.co.jp/npb/player/1850820/top,蛭間 拓哉,蛭間 拓哉,埼玉西武ライオンズ,9,外野手,群馬,2000年9月8日,177cm,87kg,O,左投左打,2022年,1位,浦和学院高（甲）－早稲田大－西武,浦和学院高,早稲田大,西武,2000-9-8,
2117028,https://baseball.yahoo.co.jp/npb/player/2117028/top,カナリオ,カナリオ,埼玉西武ライオンズ,25,外野手,ドミニカ共和国,2000年5月7日,185cm,97kg,不明,右投右打,--,--,リセオ・セクンダリオ・ホセ・マルティ高－カブス－パイレーツ－西武,リセオ・セクンダリオ・ホセ・マルティ高,,西武,2000-5-7,
2107897,https://baseball.yahoo.co.jp/npb/player/2107897/top,茶野 篤政,茶野 篤政,埼玉西武ライオンズ,31,外野手,滋賀,1999年8月4日,175cm,80kg,B,右投左打,2022年,（育）4位,岐阜・中京高－名古屋商科大－四国ILplus・徳島－オリックス－西武,岐阜・中京高,名古屋商科大,西武,1999-8-4,
2107854,https://baseball.yahoo.co.jp/npb/player/2107854/top,古川 雄大,古川 雄大,埼玉西武ライオンズ,33,外野手,大分,2004年5月25日,185cm,90kg,O,右投右打,2022年,2位,佐伯鶴城高－西武,佐伯鶴城高,,西武,2004-5-25,
2100048,https://baseball.yahoo.co.jp/npb/player/2100048/top,秋山 俊,秋山 俊,埼玉西武ライオンズ,35,外野手,北海道,2003年4月20日,180cm,88kg,AB,右投左打,2025年,3位,仙台育英高（甲）－中京大－西武,仙台育英高,中京大,西武,2003-4-20,
2117398,https://baseball.yahoo.co.jp/npb/player/2117398/top,林 冠臣,林 冠臣,埼玉西武ライオンズ,44,外野手,台湾,2002年12月30日,196cm,108kg,AB,右投右打,2024年,4位,日南学園高－日本経済大－西武,日南学園高,日本経済大,西武,2002-12-30,
1700122,https://baseball.yahoo.co.jp/npb/player/1700122/top,西川 愛也,西川 愛也,埼玉西武ライオンズ,51,外野手,大阪,1999年6月10日,181cm,90kg,A,右投左打,2017年,2位,花咲徳栄高（甲）－西武,花咲徳栄高,,西武,1999-6-10,（ゴ）25
2000073,https://baseball.yahoo.co.jp/npb/player/2000073/top,仲三 優太,仲三 優太,埼玉西武ライオンズ,55,外野手,栃木,2002年10月22日,180cm,100kg,A,右投左打,2020年,7位,大阪桐蔭高（甲）－西武,大阪桐蔭高,,西武,2002-10-22,
2000075,https://baseball.yahoo.co.jp/npb/player/2000075/top,長谷川 信哉,長谷川 信哉,埼玉西武ライオンズ,63,外野手,京都,2002年5月17日,183cm,90kg,B,右投右打,2020年,（育）2位,敦賀気比高（甲）－西武,敦賀気比高,,西武,2002-5-17,
2115075,https://baseball.yahoo.co.jp/npb/player/2115075/top,川田 悠慎,川田 悠慎,埼玉西武ライオンズ,66,外野手,高知,2002年2月20日,174cm,70kg,A,右投左打,2025年,6位,高知高－京都産業大－四国銀行－西武,高知高,京都産業大,西武,2002-2-20,
1900068,https://baseball.yahoo.co.jp/npb/player/1900068/top,岸 潤一郎,岸 潤一郎,埼玉西武ライオンズ,68,外野手,兵庫,1996年12月8日,174cm,85kg,A,右投右打,2019年,8位,明徳義塾高（甲）－拓殖大中退－四国ILplus・徳島－西武,明徳義塾高,,西武,1996-12-8,
1660299,https://baseball.yahoo.co.jp/npb/player/1660299/top,林 安可,林 安可,埼玉西武ライオンズ,73,外野手,台湾,1997年5月19日,184cm,90kg,不明,左投左打,--,--,中国文化大－台湾・統一－西武,中国文化大,,西武,1997-5-19,
2104975,https://baseball.yahoo.co.jp/npb/player/2104975/top,野田 海人,野田 海人,埼玉西武ライオンズ,113,捕手,福岡,2005年3月18日,174cm,80kg,A,右投右打,2022年,3位,九州国際大付高（甲）－西武,九州国際大付高,,西武,2005-3-18,
1800108,https://baseball.yahoo.co.jp/npb/player/1800108/top,野村 大樹,野村 大樹,埼玉西武ライオンズ,120,捕手,兵庫,2000年9月10日,172cm,84kg,O,右投右打,2018年,3位,早稲田実高（甲）－ソフトバンク－西武,早稲田実高,,西武,2000-9-10,
2107608,https://baseball.yahoo.co.jp/npb/player/2107608/top,是澤 涼輔,是澤 涼輔,埼玉西武ライオンズ,122,捕手,三重,2000年4月19日,177cm,85kg,AB,右投右打,2022年,（育）4位,健大高崎高－法政大－西武,健大高崎高,法政大,西武,2000-4-19,
2121486,https://baseball.yahoo.co.jp/npb/player/2121486/top,新井 唯斗,新井 唯斗,埼玉西武ライオンズ,111,内野手,埼玉,2007年11月11日,183cm,80kg,O,右投左打,2025年,（育）1位,八王子高－西武,八王子高,,西武,2007-11-11,
2111734,https://baseball.yahoo.co.jp/npb/player/2111734/top,今岡 拓夢,今岡 拓夢,埼玉西武ライオンズ,112,内野手,兵庫,2007年9月5日,180cm,81kg,B,右投右打,2025年,（育）2位,神村学園高（甲）－西武,神村学園高,,西武,2007-9-5,
2117860,https://baseball.yahoo.co.jp/npb/player/2117860/top,古賀 輝希,古賀 輝希,埼玉西武ライオンズ,119,内野手,佐賀,2000年8月25日,181cm,88kg,O,右投左打,2024年,7位,佐賀商高（甲）－日本経済大－千曲川硬式野球クラブ－西武,佐賀商高,日本経済大,西武,2000-8-25,
2107714,https://baseball.yahoo.co.jp/npb/player/2107714/top,谷口 朝陽,谷口 朝陽,埼玉西武ライオンズ,126,内野手,徳島,2004年4月3日,185cm,93kg,O,右投右打,2023年,（育）2位,広陵高－四国ILplus・徳島－西武,広陵高,,西武,2004-4-3,
2103645,https://baseball.yahoo.co.jp/npb/player/2103645/top,金子 功児,金子 功児,埼玉西武ライオンズ,130,内野手,神奈川,2003年9月2日,177cm,82kg,A,右投左打,2023年,（育）4位,光明相模原高－BCリーグ・埼玉－西武,光明相模原高,,西武,2003-9-2,
2113322,https://baseball.yahoo.co.jp/npb/player/2113322/top,福尾 遥真,福尾 遥真,埼玉西武ライオンズ,138,内野手,千葉,2006年4月6日,183cm,80kg,O,右投左打,2024年,（育）6位,学法石川高（甲）－西武,学法石川高,,西武,2006-4-6,
2122508,https://baseball.yahoo.co.jp/npb/player/2122508/top,コルニエル,コルニエル,埼玉西武ライオンズ,140,内野手,ドミニカ共和国,2002年10月2日,188cm,88kg,不明,右投両打,--,--,セントロ・エデュカティーボ・アナ・バシリア・トレス高－ダイヤモンドバックス傘下－西武,セントロ・エデュカティーボ・アナ・バシリア・トレス高,,西武,2002-10-2,
2107187,https://baseball.yahoo.co.jp/npb/player/2107187/top,奥村 光一,奥村 光一,埼玉西武ライオンズ,116,外野手,静岡,1999年12月24日,178cm,89kg,A,右投右打,2023年,（育）6位,東海大静岡翔洋高－東海大－BCリーグ・群馬－西武,東海大静岡翔洋高,東海大,西武,1999-12-24,
2108385,https://baseball.yahoo.co.jp/npb/player/2108385/top,ラマル,ラマル,埼玉西武ライオンズ,132,外野手,愛知,2006年4月8日,180cm,95kg,A,右投右打,2024年,（育）3位,大阪桐蔭高（甲）－西武,大阪桐蔭高,,西武,2006-4-8,
2117794,https://baseball.yahoo.co.jp/npb/player/2117794/top,安藤 銀杜,安藤 銀杜,埼玉西武ライオンズ,135,外野手,愛知,2003年2月4日,198cm,110kg,O,右投右打,2025年,（育）7位,享栄高－城西国際大－四国ILplus・徳島－西武,享栄高,城西国際大,西武,2003-2-4,
2113521,https://baseball.yahoo.co.jp/npb/player/2113521/top,澤田 遥斗,澤田 遥斗,埼玉西武ライオンズ,137,外野手,北海道,2006年7月30日,170cm,68kg,A,右投両打,2024年,（育）5位,京都国際高（甲）－西武,京都国際高,,西武,2006-7-30,
2117770,https://baseball.yahoo.co.jp/npb/player/2117770/top,オケム,オケム,埼玉西武ライオンズ,139,外野手,長野,2006年4月10日,185cm,83kg,B,右投右打,2024年,（育）7位,旭川志峯高－西武,旭川志峯高,,西武,2006-4-10,
2122223,https://baseball.yahoo.co.jp/npb/player/2122223/top,カルロス,カルロス,埼玉西武ライオンズ,143,外野手,スロベニア,2003年8月26日,187cm,79kg,不明,右投右打,--,--,ボールスポーツギムナジウム高－HBL・旭川－西武,ボールスポーツギムナジウム高,,西武,2003-8-26,
2106284,https://baseball.yahoo.co.jp/npb/player/2106284/top,矢澤 宏太,矢澤 宏太,北海道日本ハムファイターズ,12,投手,東京,2000年8月2日,173cm,72kg,A,左投左打,2022年,1位,藤嶺藤沢高－日本体育大－日本ハム,藤嶺藤沢高,日本体育大,日本ハム,2000-8-2,
1800092,https://baseball.yahoo.co.jp/npb/player/1800092/top,生田目 翼,生田目 翼,北海道日本ハムファイターズ,13,投手,茨城,1995年2月19日,176cm,95kg,A,右投右打,2018年,3位,水戸工高－流通経済大－日本通運－日本ハム,水戸工高,流通経済大,日本ハム,1995-2-19,
1500110,https://baseball.yahoo.co.jp/npb/player/1500110/top,加藤 貴之,加藤 貴之,北海道日本ハムファイターズ,14,投手,千葉,1992年6月3日,182cm,93kg,AB,左投左打,2015年,2位,拓大紅陵高－新日鉄住金かずさマジック－日本ハム,拓大紅陵高,,日本ハム,1992-6-3,
1750903,https://baseball.yahoo.co.jp/npb/player/1750903/top,北山 亘基,北山 亘基,北海道日本ハムファイターズ,15,投手,京都,1999年4月10日,182cm,87kg,A,右投右打,2021年,8位,京都成章高（甲）－京都産業大－日本ハム,京都成章高,京都産業大,日本ハム,1999-4-10,
2050307,https://baseball.yahoo.co.jp/npb/player/2050307/top,達 孝太,達 孝太,北海道日本ハムファイターズ,16,投手,大阪,2004年3月27日,194cm,101kg,B,右投右打,2021年,1位,天理高（甲）－日本ハム,天理高,,日本ハム,2004-3-27,
2000079,https://baseball.yahoo.co.jp/npb/player/2000079/top,伊藤 大海,伊藤 大海,北海道日本ハムファイターズ,17,投手,北海道,1997年8月31日,176cm,85kg,O,右投左打,2020年,1位,駒大苫小牧高（甲）－駒沢大中退－苫小牧駒沢大－日本ハム,駒大苫小牧高,,日本ハム,1997-8-31,（率）24（勝）24、25（振）25（沢）25（ゴ）25
1400195,https://baseball.yahoo.co.jp/npb/player/1400195/top,山﨑 福也,山﨑 福也,北海道日本ハムファイターズ,18,投手,埼玉,1992年9月9日,188cm,99kg,B,左投左打,2014年,1位,日大三高（甲）－明治大－オリックス－日本ハム,日大三高,明治大,日本ハム,1992-9-9,
1600139,https://baseball.yahoo.co.jp/npb/player/1600139/top,玉井 大翔,玉井 大翔,北海道日本ハムファイターズ,19,投手,北海道,1992年6月16日,178cm,80kg,A,右投右打,2016年,8位,旭川実高（甲）－東京農業大北海道オホーツク－新日鉄住金かずさマジック－日本ハム,旭川実高,,日本ハム,1992-6-16,
1500109,https://baseball.yahoo.co.jp/npb/player/1500109/top,上原 健太,上原 健太,北海道日本ハムファイターズ,20,投手,沖縄,1994年3月29日,191cm,100kg,A,左投左打,2015年,1位,広陵高（甲）－明治大－日本ハム,広陵高,明治大,日本ハム,1994-3-29,
2107859,https://baseball.yahoo.co.jp/npb/player/2107859/top,金村 尚真,金村 尚真,北海道日本ハムファイターズ,24,投手,沖縄,2000年8月29日,176cm,89kg,O,右投右打,2022年,2位,岡山学芸館高－富士大－日本ハム,岡山学芸館高,富士大,日本ハム,2000-8-29,
800052,https://baseball.yahoo.co.jp/npb/player/800052/top,宮西 尚生,宮西 尚生,北海道日本ハムファイターズ,25,投手,兵庫,1985年6月2日,180cm,81kg,O,左投左打,2007年,3巡目,市尼崎高－関西学院大－日本ハム,市尼崎高,関西学院大,日本ハム,1985-6-2,（中）16、18、19
1600164,https://baseball.yahoo.co.jp/npb/player/1600164/top,田中 正義,田中 正義,北海道日本ハムファイターズ,26,投手,神奈川,1994年7月19日,188cm,96kg,A,右投右打,2016年,1位,創価高－創価大－ソフトバンク－日本ハム,創価高,創価大,日本ハム,1994-7-19,
2100085,https://baseball.yahoo.co.jp/npb/player/2100085/top,大川 慈英,大川 慈英,北海道日本ハムファイターズ,27,投手,神奈川,2003年10月28日,178cm,70kg,A,右投左打,2025年,1位,常総学院高（甲）－明治大－日本ハム,常総学院高,明治大,日本ハム,2003-10-28,
1900070,https://baseball.yahoo.co.jp/npb/player/1900070/top,河野 竜生,河野 竜生,北海道日本ハムファイターズ,28,投手,徳島,1998年5月30日,175cm,92kg,O,左投左打,2019年,1位,鳴門高（甲）－JFE西日本－日本ハム,鳴門高,,日本ハム,1998-5-30,（中）24
2111822,https://baseball.yahoo.co.jp/npb/player/2111822/top,細野 晴希,細野 晴希,北海道日本ハムファイターズ,29,投手,東京,2002年2月26日,180cm,88kg,B,左投左打,2023年,1位,東亜学園高－東洋大－日本ハム,東亜学園高,東洋大,日本ハム,2002-2-26,
2117491,https://baseball.yahoo.co.jp/npb/player/2117491/top,ラオ,ラオ,北海道日本ハムファイターズ,30,投手,ドミニカ共和国,1999年8月14日,188cm,82kg,不明,右投右打,--,--,セントロスAPEC通信高－マリナーズ－ナショナルズ－日本ハム,セントロスAPEC通信高,,日本ハム,1999-8-14,
2117696,https://baseball.yahoo.co.jp/npb/player/2117696/top,柴田 獅子,柴田 獅子,北海道日本ハムファイターズ,31,投手,福岡,2006年4月18日,187cm,95kg,O,右投左打,2024年,1位,福岡大大濠高－日本ハム,福岡大大濠高,,日本ハム,2006-4-18,
2116125,https://baseball.yahoo.co.jp/npb/player/2116125/top,藤田 琉生,藤田 琉生,北海道日本ハムファイターズ,32,投手,神奈川,2006年11月17日,198cm,107kg,A,左投左打,2024年,2位,東海大相模高（甲）－日本ハム,東海大相模高,,日本ハム,2006-11-17,
1600133,https://baseball.yahoo.co.jp/npb/player/1600133/top,堀 瑞輝,堀 瑞輝,北海道日本ハムファイターズ,34,投手,広島,1998年5月10日,177cm,91kg,A,左投左打,2016年,1位,広島新庄高（甲）－日本ハム,広島新庄高,,日本ハム,1998-5-10,（中）21
2108574,https://baseball.yahoo.co.jp/npb/player/2108574/top,浅利 太門,浅利 太門,北海道日本ハムファイターズ,35,投手,大阪,2002年9月6日,186cm,92kg,B,右投右打,2024年,3位,興国高－明治大－日本ハム,興国高,明治大,日本ハム,2002-9-6,
2100554,https://baseball.yahoo.co.jp/npb/player/2100554/top,古林 睿煬,古林 睿煬,北海道日本ハムファイターズ,37,投手,台湾,2000年6月12日,184cm,100kg,不明,右投右打,--,--,平鎮高－台湾・統一－日本ハム,平鎮高,,日本ハム,2000-6-12,
1000164,https://baseball.yahoo.co.jp/npb/player/1000164/top,島本 浩也,島本 浩也,北海道日本ハムファイターズ,40,投手,奈良,1993年2月14日,176cm,73kg,B,左投左打,2010年,（育）2位,福知山成美高－阪神－日本ハム,福知山成美高,,日本ハム,1993-2-14,
1200055,https://baseball.yahoo.co.jp/npb/player/1200055/top,福谷 浩司,福谷 浩司,北海道日本ハムファイターズ,41,投手,愛知,1991年1月9日,183cm,98kg,B,右投右打,2012年,1位,愛知・横須賀高－慶応大－中日－日本ハム,愛知・横須賀高,慶応大,日本ハム,1991-1-9,
2100027,https://baseball.yahoo.co.jp/npb/player/2100027/top,福島 蓮,福島 蓮,北海道日本ハムファイターズ,45,投手,青森,2003年4月25日,190cm,81kg,A,右投右打,2021年,（育）1位,八戸西高（甲）－日本ハム,八戸西高,,日本ハム,2003-4-25,
2050199,https://baseball.yahoo.co.jp/npb/player/2050199/top,畔柳 亨丞,畔柳 亨丞,北海道日本ハムファイターズ,46,投手,愛知,2003年5月3日,178cm,92kg,B,右投右打,2021年,5位,中京大中京高（甲）－日本ハム,中京大中京高,,日本ハム,2003-5-3,
2103635,https://baseball.yahoo.co.jp/npb/player/2103635/top,柳川 大晟,柳川 大晟,北海道日本ハムファイターズ,47,投手,大分,2003年8月21日,191cm,96kg,O,右投右打,2021年,（育）3位,九州国際大付高－日本ハム,九州国際大付高,,日本ハム,2003-8-21,
1800068,https://baseball.yahoo.co.jp/npb/player/1800068/top,齋藤 友貴哉,齋藤 友貴哉,北海道日本ハムファイターズ,48,投手,山形,1995年1月5日,184cm,92kg,O,右投左打,2018年,4位,山形中央高－桐蔭横浜大－Honda－阪神－日本ハム,山形中央高,桐蔭横浜大,日本ハム,1995-1-5,
1600093,https://baseball.yahoo.co.jp/npb/player/1600093/top,池田 隆英,池田 隆英,北海道日本ハムファイターズ,52,投手,佐賀,1994年10月1日,181cm,93kg,B,右投右打,2016年,2位,創価高－創価大－楽天－日本ハム,創価高,創価大,日本ハム,1994-10-1,
